geneName	AnovaP_genetic	FDR_genetic	Rank_genetic	AnovaP_OPP	FDR_OPP	Rank_OPP	Rank_OPP_GSEA	Rank_genetic_GSEA
DYNC1H1	0.0451896767326907	0.11159435437424	-0.952357776062724	0.567941687147329	0.665986899110688	-0.176534313922638	-0.245696252757646	-1.34496076541168
PRKDC	1.62402822482842e-05	0.0003258127942524	-3.4870318655029	0.610934504765743	0.701152327420729	0.154187620019698	0.214005345802381	-4.78940642720031
MYH9	9.58827567123418e-06	0.000226329641856947	3.64525856380101	0.536937870100581	0.637867894340282	-0.195269256544868	-0.270075964269759	5.0182594881162
TLN1	0.0392895845715293	0.101681444871118	0.992758291180492	0.000224200780948915	0.000998677488977269	-3.00057473937283	-3.64936287897916	1.40572256317716
FASN	0.0216342048515589	0.0652176146253167	-1.18563508982947	0.329113753897703	0.435564507843137	-0.360947516142776	-0.48265396785129	-1.6648590623292
PLEC	0.454677649384657	0.592948227063489	-0.226983225155517	0.000819326976040626	0.0029949409802163	2.52361173161154	3.08654274591844	-0.342296393908998
CLTC	0.229271510888181	0.364356567502986	0.438473397939378	0.914114296968157	0.941583204200434	-0.0261412969659468	-0.0389994985340643	0.639649907035149
CAD	5.71817630170001e-07	3.11550321448413e-05	-4.50647179631678	0.000567129816091068	0.00219228075286585	2.659103829014	3.24631751966264	-6.24274245868857
IQGAP1	1.4206163087011e-05	0.000302789347621447	3.51885940774066	0.00337804902630682	0.00997989826493385	2.00087388588728	2.47133405171586	4.84752320392678
GCN1	0.00177042653493851	0.0101256660163997	-1.99457640142348	0.00563820527659901	0.0154164556321587	1.81201546262296	2.24885911631981	-2.75192208987892
PRPF8	0.000610413762392973	0.00465316882790284	2.33225118995621	2.21637236041899e-08	4.01349180660829e-07	-6.39647761928206	-7.65435727440834	3.21437568333635
SNRNP200	0.0632450061652214	0.142081663155897	-0.847461967843621	0.047542082863587	0.0916832417667385	1.0377100391756	1.32292179533929	-1.19897376075309
HUWE1	0.951326471024067	0.967399963461802	0.0143939333506421	0.710214436588802	0.785820847324421	0.104676453816576	0.148610504004086	0.0216704186745273
EPRS1	5.29257632416403e-06	0.00014885633616848	-3.82723267459172	0.483595210987915	0.589794724805242	0.229299116148785	0.315518008580125	-5.27633287030916
RANBP2	0.00881978196116156	0.0328470487025434	-1.48350364557999	3.79729661992979e-07	4.10771069621282e-06	-5.3864001511173	-6.420525477296	-2.05454215117599
UBR4	6.96261561602631e-05	0.000940952961580997	-3.02643208649454	3.32886985687008e-05	0.000193380812336246	3.71358661975606	4.47770318337983	-4.15722758018657
UBA1	0.198875782202956	0.327619684494749	0.484630012251604	0.117295415391343	0.190678728035675	-0.719697753792038	-0.93071896238705	0.701418099208294
