geneName	AnovaP_genetic	FDR_genetic	Rank_genetic	AnovaP_OPP	FDR_OPP	Rank_OPP	Rank_OPP_GSEA	Rank_genetic_GSEA
MYH9	9.58827567123418e-06	0.000226329641856947	3.64525856380101	0.536937870100581	0.637867894340282	-0.195269256544868	-0.270075964269759	5.0182594881162
SF3B1	3.91440858638237e-07	2.38364456977825e-05	4.62275850266167	0.998369825313095	0.999335180007848	0.000288823672568001	0.000708553561142159	6.40733384460802
NUMA1	1.3760331162938e-09	5.47872877687441e-07	6.26132019867505	1.08269343431118e-06	9.86623453520187e-06	5.00584856491956	5.96549449686918	8.86137111402885
XPO1	1.43284943863331e-05	0.000302789347621447	3.51885940774066	0.00118886334294565	0.00410510784728932	2.38667542883263	2.924868063645	4.84379944212607
KIF5B	0.000397579756155226	0.00348792003027026	2.45743348096725	0.0022577327854332	0.00713839797315629	2.14639924333361	2.64632746040889	3.40057573698575
EPS15	6.24188190099684e-06	0.000163999902129744	3.78515641112623	0.185610097303531	0.276863937649301	0.557733608717621	0.731398401587391	5.20468445262528
PAK2	8.41767991250785e-08	8.8918186177838e-06	5.05100940495854	1.03028520379791e-07	1.36719443888898e-06	-5.86416971679166	-6.98704253714895	7.07480759259068
STAT5A	2.45595929246163e-08	4.10065977347787e-06	5.3871462620782	0.00207206544610495	0.00665323247459008	2.17696730134461	2.68359653153618	7.60977883590457
PRKACA	1.00812356135717e-05	0.000232948551499317	3.63273998570002	0.0845803521629089	0.147040137752381	0.832564099095403	1.07273051093552	4.99648623502651
EWSR1	0.000713966357782256	0.0051706621573517	2.28645383739543	0.0038500541982858	0.0111328941510208	-1.95339192008328	-2.41453315676403	3.14632225177249
RAC1	2.43163567996258e-06	9.05478149603331e-05	4.04312202532916	1.42605693463191e-05	9.20357941852214e-05	4.03604323576485	4.84586313514133	5.61410149273571
COL1A1	9.66793837019502e-06	0.000226430990968911	3.64506413275902	0.00601385996450967	0.0162716880168855	1.78856739123082	2.22084668886417	5.01466612673455
SRSF2	0.00106685718841006	0.00701658552377439	2.15387417689203	0.00524468278315255	0.014532375848821	-1.83766337856612	-2.28028077433269	2.97189371219361
CNOT3	0.000723898627042248	0.00521852269299537	2.28245242364231	9.6467604101408e-06	6.61346117654156e-05	-4.17957119157944	-5.0156185076109	3.14032224706065
MCL1	1.09969290408288e-06	5.12793736174143e-05	4.29005728840659	0.107423930977432	0.177598701942834	0.750560212775461	0.96889895947708	5.95872857728058
SATB1	1.24116727329586e-05	0.000274541957546126	3.56139127402525	2.06877595390799e-07	2.45595971041921e-06	5.60977876199591	6.68428654038797	4.90616968427576
